service_id,date,exception_type
206,20200821,1
206,20200824,1
207,20200526,1
207,20200527,1
207,20200528,1
207,20200529,1
207,20200531,1
207,20200601,1
207,20200602,1
207,20200603,1
207,20200604,1
207,20200605,1
207,20200607,1
207,20200608,1
207,20200609,1
207,20200610,1
207,20200611,1
207,20200612,1
207,20200614,1
207,20200615,1
207,20200616,1
207,20200617,1
207,20200618,1
207,20200619,1
207,20200621,1
207,20200622,1
207,20200623,1
207,20200624,1
207,20200625,1
207,20200626,1
207,20200628,1
207,20200629,1
207,20200630,1
207,20200701,1
207,20200702,1
207,20200703,1
207,20200705,1
207,20200706,1
207,20200707,1
207,20200708,1
207,20200709,1
207,20200710,1
207,20200712,1
207,20200713,1
207,20200714,1
207,20200715,1
207,20200716,1
207,20200717,1
207,20200719,1
207,20200720,1
207,20200721,1
207,20200722,1
207,20200723,1
207,20200724,1
207,20200726,1
207,20200727,1
207,20200728,1
207,20200729,1
207,20200730,1
207,20200731,1
207,20200802,1
207,20200803,1
207,20200804,1
207,20200805,1
207,20200806,1
207,20200807,1
207,20200809,1
207,20200810,1
207,20200811,1
207,20200812,1
207,20200813,1
207,20200814,1
207,20200816,1
207,20200817,1
207,20200818,1
207,20200819,1
207,20200820,1
207,20200821,1
207,20200823,1
207,20200824,1
208,20200530,1
208,20200606,1
208,20200613,1
208,20200620,1
208,20200627,1
208,20200704,1
208,20200711,1
208,20200718,1
208,20200725,1
208,20200801,1
208,20200808,1
208,20200815,1
208,20200822,1
209,20200529,1
209,20200605,1
209,20200612,1
209,20200619,1
209,20200626,1
209,20200703,1
209,20200710,1
209,20200717,1
209,20200724,1
209,20200731,1
209,20200807,1
209,20200814,1
209,20200821,1
210,20200526,1
210,20200527,1
210,20200528,1
210,20200529,1
210,20200601,1
210,20200602,1
210,20200603,1
210,20200604,1
210,20200605,1
210,20200608,1
210,20200609,1
210,20200610,1
210,20200611,1
210,20200612,1
210,20200615,1
210,20200616,1
210,20200617,1
210,20200618,1
210,20200619,1
210,20200622,1
210,20200623,1
210,20200624,1
210,20200625,1
210,20200626,1
210,20200629,1
210,20200630,1
210,20200701,1
210,20200702,1
210,20200703,1
210,20200706,1
210,20200707,1
210,20200708,1
210,20200709,1
210,20200710,1
210,20200713,1
210,20200714,1
210,20200715,1
210,20200716,1
210,20200717,1
210,20200720,1
210,20200721,1
210,20200722,1
210,20200723,1
210,20200724,1
210,20200727,1
210,20200728,1
210,20200729,1
210,20200730,1
210,20200731,1
210,20200803,1
210,20200804,1
210,20200805,1
210,20200806,1
210,20200807,1
210,20200810,1
210,20200811,1
210,20200812,1
210,20200813,1
210,20200814,1
210,20200817,1
210,20200818,1
210,20200819,1
210,20200820,1
210,20200821,1
210,20200824,1
211,20200531,1
211,20200607,1
211,20200614,1
211,20200621,1
211,20200628,1
211,20200705,1
211,20200712,1
211,20200719,1
211,20200726,1
211,20200802,1
211,20200809,1
211,20200816,1
211,20200823,1
212,20200527,1
212,20200601,1
212,20200603,1
212,20200608,1
212,20200610,1
212,20200615,1
212,20200617,1
212,20200622,1
212,20200624,1
212,20200629,1
212,20200803,1
212,20200805,1
212,20200810,1
212,20200812,1
212,20200817,1
212,20200819,1
212,20200824,1
213,20200526,1
213,20200528,1
213,20200601,1
213,20200602,1
213,20200604,1
213,20200608,1
213,20200609,1
213,20200611,1
213,20200615,1
213,20200616,1
213,20200618,1
213,20200622,1
213,20200623,1
213,20200625,1
213,20200629,1
213,20200630,1
213,20200702,1
213,20200706,1
213,20200707,1
213,20200709,1
213,20200713,1
213,20200714,1
213,20200716,1
213,20200720,1
213,20200721,1
213,20200723,1
213,20200727,1
213,20200728,1
213,20200730,1
213,20200803,1
213,20200804,1
213,20200806,1
213,20200810,1
213,20200811,1
213,20200813,1
213,20200817,1
213,20200818,1
213,20200820,1
213,20200824,1
215,20200531,1
215,20200607,1
215,20200614,1
215,20200621,1
215,20200628,1
215,20200705,1
215,20200712,1
215,20200719,1
215,20200726,1
215,20200802,1
215,20200809,1
215,20200816,1
215,20200823,1
216,20200530,1
216,20200606,1
216,20200613,1
216,20200620,1
216,20200627,1
216,20200704,1
216,20200711,1
216,20200718,1
216,20200725,1
216,20200801,1
216,20200808,1
216,20200815,1
216,20200822,1
217,20200527,1
217,20200529,1
217,20200603,1
217,20200605,1
217,20200610,1
217,20200612,1
217,20200617,1
217,20200619,1
217,20200624,1
217,20200626,1
217,20200701,1
217,20200703,1
217,20200708,1
217,20200710,1
217,20200715,1
217,20200717,1
217,20200722,1
217,20200724,1
217,20200729,1
217,20200731,1
217,20200805,1
217,20200807,1
217,20200812,1
217,20200814,1
217,20200819,1
217,20200821,1
218,20200528,1
218,20200601,1
218,20200604,1
218,20200608,1
218,20200611,1
218,20200615,1
218,20200618,1
218,20200622,1
218,20200625,1
218,20200629,1
218,20200702,1
218,20200706,1
218,20200709,1
218,20200713,1
218,20200716,1
218,20200720,1
218,20200723,1
218,20200727,1
218,20200730,1
218,20200803,1
218,20200806,1
218,20200810,1
218,20200813,1
218,20200817,1
218,20200820,1
218,20200824,1
219,20200526,1
219,20200528,1
219,20200530,1
219,20200531,1
219,20200601,1
219,20200602,1
219,20200604,1
219,20200606,1
219,20200607,1
219,20200608,1
219,20200609,1
219,20200611,1
219,20200613,1
219,20200614,1
219,20200615,1
219,20200616,1
219,20200618,1
219,20200620,1
219,20200621,1
219,20200622,1
219,20200623,1
219,20200625,1
219,20200627,1
219,20200628,1
219,20200629,1
219,20200630,1
219,20200702,1
219,20200704,1
219,20200705,1
219,20200706,1
219,20200707,1
219,20200709,1
219,20200711,1
219,20200712,1
219,20200713,1
219,20200714,1
219,20200716,1
219,20200718,1
219,20200719,1
219,20200720,1
219,20200721,1
219,20200723,1
219,20200725,1
219,20200726,1
219,20200727,1
219,20200728,1
219,20200730,1
219,20200801,1
219,20200802,1
219,20200803,1
219,20200804,1
219,20200806,1
219,20200808,1
219,20200809,1
219,20200810,1
219,20200811,1
219,20200813,1
219,20200815,1
219,20200816,1
219,20200817,1
219,20200818,1
219,20200820,1
219,20200822,1
219,20200823,1
219,20200824,1
220,20200526,1
220,20200527,1
220,20200529,1
220,20200530,1
220,20200531,1
220,20200602,1
220,20200603,1
220,20200605,1
220,20200606,1
220,20200607,1
220,20200609,1
220,20200610,1
220,20200612,1
220,20200613,1
220,20200614,1
220,20200616,1
220,20200617,1
220,20200619,1
220,20200620,1
220,20200621,1
220,20200623,1
220,20200624,1
220,20200626,1
220,20200627,1
220,20200628,1
220,20200630,1
220,20200701,1
220,20200703,1
220,20200704,1
220,20200705,1
220,20200707,1
220,20200708,1
220,20200710,1
220,20200711,1
220,20200712,1
220,20200714,1
220,20200715,1
220,20200717,1
220,20200718,1
220,20200719,1
220,20200721,1
220,20200722,1
220,20200724,1
220,20200725,1
220,20200726,1
220,20200728,1
220,20200729,1
220,20200731,1
220,20200801,1
220,20200802,1
220,20200804,1
220,20200805,1
220,20200807,1
220,20200808,1
220,20200809,1
220,20200811,1
220,20200812,1
220,20200814,1
220,20200815,1
220,20200816,1
220,20200818,1
220,20200819,1
220,20200821,1
220,20200822,1
220,20200823,1
221,20200530,1
221,20200606,1
221,20200613,1
221,20200620,1
221,20200627,1
221,20200704,1
221,20200711,1
221,20200718,1
221,20200725,1
221,20200801,1
221,20200808,1
221,20200815,1
221,20200822,1
223,20200528,1
223,20200601,1
223,20200604,1
223,20200608,1
223,20200611,1
223,20200615,1
223,20200618,1
223,20200622,1
223,20200625,1
223,20200629,1
223,20200702,1
223,20200706,1
223,20200709,1
223,20200713,1
223,20200716,1
223,20200720,1
223,20200723,1
223,20200727,1
223,20200730,1
223,20200803,1
223,20200806,1
223,20200810,1
223,20200813,1
223,20200817,1
223,20200820,1
223,20200824,1
224,20200529,1
224,20200601,1
224,20200605,1
224,20200608,1
224,20200612,1
224,20200615,1
224,20200619,1
224,20200622,1
224,20200626,1
224,20200629,1
224,20200703,1
224,20200706,1
224,20200710,1
224,20200713,1
224,20200717,1
224,20200720,1
224,20200724,1
224,20200727,1
224,20200731,1
224,20200803,1
224,20200807,1
224,20200810,1
224,20200814,1
224,20200817,1
224,20200821,1
224,20200824,1
225,20200527,1
225,20200603,1
225,20200610,1
225,20200617,1
225,20200624,1
225,20200701,1
225,20200708,1
225,20200715,1
225,20200722,1
225,20200729,1
225,20200805,1
225,20200812,1
225,20200819,1
226,20200529,1
226,20200605,1
226,20200612,1
226,20200619,1
226,20200626,1
226,20200703,1
226,20200710,1
226,20200717,1
226,20200724,1
226,20200731,1
226,20200807,1
226,20200814,1
226,20200821,1
227,20200531,1
227,20200607,1
227,20200614,1
227,20200621,1
227,20200628,1
227,20200705,1
227,20200712,1
227,20200719,1
227,20200726,1
227,20200802,1
227,20200809,1
227,20200816,1
227,20200823,1
228,20200531,1
228,20200607,1
228,20200614,1
228,20200621,1
228,20200628,1
228,20200705,1
228,20200712,1
228,20200719,1
228,20200726,1
228,20200802,1
228,20200809,1
228,20200816,1
228,20200823,1
229,20200526,1
229,20200602,1
229,20200609,1
229,20200616,1
229,20200623,1
229,20200630,1
229,20200707,1
229,20200714,1
229,20200721,1
229,20200728,1
229,20200804,1
229,20200811,1
229,20200818,1
230,20200530,1
230,20200606,1
230,20200613,1
230,20200620,1
230,20200627,1
230,20200704,1
230,20200711,1
230,20200718,1
230,20200725,1
230,20200801,1
230,20200808,1
230,20200815,1
230,20200822,1
231,20200527,1
231,20200603,1
231,20200610,1
231,20200617,1
231,20200624,1
231,20200701,1
231,20200708,1
231,20200715,1
231,20200722,1
231,20200729,1
231,20200805,1
231,20200812,1
231,20200819,1
232,20200529,1
232,20200605,1
232,20200612,1
232,20200619,1
232,20200626,1
232,20200703,1
232,20200710,1
232,20200717,1
232,20200724,1
232,20200731,1
232,20200807,1
232,20200814,1
232,20200821,1
233,20200527,1
233,20200603,1
233,20200610,1
233,20200617,1
233,20200624,1
233,20200701,1
233,20200708,1
233,20200715,1
233,20200722,1
233,20200729,1
233,20200805,1
233,20200812,1
233,20200819,1
234,20200528,1
234,20200604,1
234,20200611,1
234,20200618,1
234,20200625,1
234,20200702,1
234,20200709,1
234,20200716,1
234,20200723,1
234,20200730,1
234,20200806,1
234,20200813,1
234,20200820,1
237,20200529,1
237,20200605,1
237,20200612,1
237,20200619,1
237,20200626,1
237,20200703,1
237,20200710,1
237,20200717,1
237,20200724,1
237,20200731,1
237,20200807,1
237,20200814,1
237,20200821,1
238,20200527,1
238,20200601,1
238,20200603,1
238,20200608,1
238,20200610,1
238,20200615,1
238,20200617,1
238,20200622,1
238,20200624,1
238,20200629,1
238,20200701,1
238,20200706,1
238,20200708,1
238,20200713,1
238,20200715,1
238,20200720,1
238,20200722,1
238,20200727,1
238,20200729,1
238,20200803,1
238,20200805,1
238,20200810,1
238,20200812,1
238,20200817,1
238,20200819,1
238,20200824,1
239,20200527,1
239,20200529,1
239,20200603,1
239,20200605,1
239,20200610,1
239,20200612,1
239,20200617,1
239,20200619,1
239,20200624,1
239,20200626,1
239,20200701,1
239,20200703,1
239,20200708,1
239,20200710,1
239,20200715,1
239,20200717,1
239,20200722,1
239,20200724,1
239,20200729,1
239,20200731,1
239,20200805,1
239,20200807,1
239,20200812,1
239,20200814,1
239,20200819,1
239,20200821,1
240,20200601,1
240,20200608,1
240,20200615,1
240,20200622,1
240,20200629,1
240,20200706,1
240,20200713,1
240,20200720,1
240,20200727,1
240,20200803,1
240,20200810,1
240,20200817,1
240,20200824,1
241,20200526,1
241,20200529,1
241,20200602,1
241,20200605,1
241,20200609,1
241,20200612,1
241,20200616,1
241,20200619,1
241,20200623,1
241,20200626,1
241,20200630,1
241,20200703,1
241,20200707,1
241,20200710,1
241,20200714,1
241,20200717,1
241,20200721,1
241,20200724,1
241,20200728,1
241,20200731,1
241,20200804,1
241,20200807,1
241,20200811,1
241,20200814,1
241,20200818,1
241,20200821,1
242,20200528,1
242,20200601,1
242,20200604,1
242,20200608,1
242,20200611,1
242,20200615,1
242,20200618,1
242,20200622,1
242,20200625,1
242,20200629,1
242,20200702,1
242,20200706,1
242,20200709,1
242,20200713,1
242,20200716,1
242,20200720,1
242,20200723,1
242,20200727,1
242,20200730,1
242,20200803,1
242,20200806,1
242,20200810,1
242,20200813,1
242,20200817,1
242,20200820,1
242,20200824,1
243,20200526,1
243,20200528,1
243,20200530,1
243,20200602,1
243,20200604,1
243,20200606,1
243,20200609,1
243,20200611,1
243,20200613,1
243,20200616,1
243,20200618,1
243,20200620,1
243,20200623,1
243,20200625,1
243,20200627,1
243,20200630,1
243,20200702,1
243,20200704,1
243,20200707,1
243,20200709,1
243,20200711,1
243,20200714,1
243,20200716,1
243,20200718,1
243,20200721,1
243,20200723,1
243,20200725,1
243,20200728,1
243,20200730,1
243,20200801,1
243,20200804,1
243,20200806,1
243,20200808,1
243,20200811,1
243,20200813,1
243,20200815,1
243,20200818,1
243,20200820,1
243,20200822,1
244,20200526,1
244,20200528,1
244,20200530,1
244,20200602,1
244,20200604,1
244,20200606,1
244,20200609,1
244,20200611,1
244,20200613,1
244,20200616,1
244,20200618,1
244,20200620,1
244,20200623,1
244,20200625,1
244,20200627,1
244,20200630,1
244,20200702,1
244,20200704,1
244,20200707,1
244,20200709,1
244,20200711,1
244,20200714,1
244,20200716,1
244,20200718,1
244,20200721,1
244,20200723,1
244,20200725,1
244,20200728,1
244,20200730,1
244,20200801,1
244,20200804,1
244,20200806,1
244,20200808,1
244,20200811,1
244,20200813,1
244,20200815,1
244,20200818,1
244,20200820,1
244,20200822,1
245,20200527,1
245,20200529,1
245,20200601,1
245,20200603,1
245,20200605,1
245,20200608,1
245,20200610,1
245,20200612,1
245,20200615,1
245,20200617,1
245,20200619,1
245,20200622,1
245,20200624,1
245,20200626,1
245,20200629,1
245,20200701,1
245,20200703,1
245,20200706,1
245,20200708,1
245,20200710,1
245,20200713,1
245,20200715,1
245,20200717,1
245,20200720,1
245,20200722,1
245,20200724,1
245,20200727,1
245,20200729,1
245,20200731,1
245,20200803,1
245,20200805,1
245,20200807,1
245,20200810,1
245,20200812,1
245,20200814,1
245,20200817,1
245,20200819,1
245,20200821,1
245,20200824,1
246,20200531,1
246,20200607,1
246,20200614,1
246,20200621,1
246,20200628,1
246,20200705,1
246,20200712,1
246,20200719,1
246,20200726,1
246,20200802,1
246,20200809,1
246,20200816,1
246,20200823,1
247,20200531,1
247,20200607,1
247,20200614,1
247,20200621,1
247,20200628,1
247,20200705,1
247,20200712,1
247,20200719,1
247,20200726,1
247,20200802,1
247,20200809,1
247,20200816,1
247,20200823,1
248,20200528,1
248,20200601,1
248,20200604,1
248,20200608,1
248,20200611,1
248,20200615,1
248,20200618,1
248,20200622,1
248,20200625,1
248,20200629,1
248,20200702,1
248,20200706,1
248,20200709,1
248,20200713,1
248,20200716,1
248,20200720,1
248,20200723,1
248,20200727,1
248,20200730,1
248,20200803,1
248,20200806,1
248,20200810,1
248,20200813,1
248,20200817,1
248,20200820,1
248,20200824,1
249,20200526,1
249,20200529,1
249,20200602,1
249,20200605,1
249,20200609,1
249,20200612,1
249,20200616,1
249,20200619,1
249,20200623,1
249,20200626,1
249,20200630,1
249,20200703,1
249,20200707,1
249,20200710,1
249,20200714,1
249,20200717,1
249,20200721,1
249,20200724,1
249,20200728,1
249,20200731,1
249,20200804,1
249,20200807,1
249,20200811,1
249,20200814,1
249,20200818,1
249,20200821,1
250,20200526,1
250,20200527,1
250,20200528,1
250,20200529,1
250,20200601,1
250,20200602,1
250,20200603,1
250,20200604,1
250,20200605,1
250,20200608,1
250,20200609,1
250,20200610,1
250,20200611,1
250,20200612,1
250,20200615,1
250,20200616,1
250,20200617,1
250,20200618,1
250,20200619,1
250,20200622,1
250,20200623,1
250,20200624,1
250,20200625,1
250,20200626,1
250,20200629,1
250,20200630,1
250,20200701,1
250,20200702,1
250,20200703,1
250,20200706,1
250,20200707,1
250,20200708,1
250,20200709,1
250,20200710,1
250,20200713,1
250,20200714,1
250,20200715,1
250,20200716,1
250,20200717,1
250,20200720,1
250,20200721,1
250,20200722,1
250,20200723,1
250,20200724,1
250,20200727,1
250,20200728,1
250,20200729,1
250,20200730,1
250,20200731,1
250,20200803,1
250,20200804,1
250,20200805,1
250,20200806,1
250,20200807,1
250,20200810,1
250,20200811,1
250,20200812,1
250,20200813,1
250,20200814,1
250,20200817,1
250,20200818,1
250,20200819,1
250,20200820,1
250,20200821,1
250,20200824,1
252,20200530,1
252,20200606,1
252,20200613,1
252,20200620,1
252,20200627,1
252,20200704,1
252,20200711,1
252,20200718,1
252,20200725,1
252,20200801,1
252,20200808,1
252,20200815,1
252,20200822,1
254,20200531,1
254,20200607,1
254,20200614,1
254,20200621,1
254,20200628,1
254,20200705,1
254,20200712,1
254,20200719,1
254,20200726,1
254,20200802,1
254,20200809,1
254,20200816,1
254,20200823,1
255,20200531,1
255,20200607,1
255,20200614,1
255,20200621,1
255,20200628,1
255,20200705,1
255,20200712,1
255,20200719,1
255,20200726,1
255,20200802,1
255,20200809,1
255,20200816,1
255,20200823,1
256,20200529,1
256,20200605,1
256,20200612,1
256,20200619,1
256,20200626,1
256,20200703,1
256,20200710,1
256,20200717,1
256,20200724,1
256,20200731,1
256,20200807,1
256,20200814,1
256,20200821,1
257,20200529,1
257,20200605,1
257,20200612,1
257,20200619,1
257,20200626,1
257,20200703,1
257,20200710,1
257,20200717,1
257,20200724,1
257,20200731,1
257,20200807,1
257,20200814,1
257,20200821,1
262,20200527,1
262,20200529,1
262,20200603,1
262,20200605,1
262,20200610,1
262,20200612,1
262,20200617,1
262,20200619,1
262,20200624,1
262,20200626,1
262,20200701,1
262,20200703,1
262,20200708,1
262,20200710,1
262,20200715,1
262,20200717,1
262,20200722,1
262,20200724,1
262,20200729,1
262,20200731,1
262,20200805,1
262,20200807,1
262,20200812,1
262,20200814,1
262,20200819,1
262,20200821,1
263,20200527,1
263,20200529,1
263,20200601,1
263,20200603,1
263,20200605,1
263,20200608,1
263,20200610,1
263,20200612,1
263,20200615,1
263,20200617,1
263,20200619,1
263,20200622,1
263,20200624,1
263,20200626,1
263,20200629,1
263,20200701,1
263,20200703,1
263,20200706,1
263,20200708,1
263,20200710,1
263,20200713,1
263,20200715,1
263,20200717,1
263,20200720,1
263,20200722,1
263,20200724,1
263,20200727,1
263,20200729,1
263,20200731,1
263,20200803,1
263,20200805,1
263,20200807,1
263,20200810,1
263,20200812,1
263,20200814,1
263,20200817,1
263,20200819,1
263,20200821,1
263,20200824,1
264,20200526,1
264,20200602,1
264,20200609,1
264,20200616,1
264,20200623,1
264,20200630,1
264,20200707,1
264,20200714,1
264,20200721,1
264,20200728,1
264,20200804,1
264,20200811,1
264,20200818,1
265,20200528,1
265,20200604,1
265,20200611,1
265,20200618,1
265,20200625,1
265,20200702,1
265,20200709,1
265,20200716,1
265,20200723,1
265,20200730,1
265,20200806,1
265,20200813,1
265,20200820,1
266,20200528,1
266,20200531,1
266,20200604,1
266,20200607,1
266,20200611,1
266,20200614,1
266,20200618,1
266,20200621,1
266,20200625,1
266,20200628,1
266,20200702,1
266,20200705,1
266,20200709,1
266,20200712,1
266,20200716,1
266,20200719,1
266,20200723,1
266,20200726,1
266,20200730,1
266,20200802,1
266,20200806,1
266,20200809,1
266,20200813,1
266,20200816,1
266,20200820,1
266,20200823,1
267,20200526,1
267,20200602,1
267,20200609,1
267,20200616,1
267,20200623,1
267,20200630,1
267,20200707,1
267,20200714,1
267,20200721,1
267,20200728,1
267,20200804,1
267,20200811,1
267,20200818,1
268,20200601,1
268,20200608,1
268,20200615,1
268,20200622,1
268,20200629,1
268,20200706,1
268,20200713,1
268,20200720,1
268,20200727,1
268,20200803,1
268,20200810,1
268,20200817,1
268,20200824,1
269,20200530,1
269,20200606,1
269,20200613,1
269,20200620,1
269,20200627,1
269,20200704,1
269,20200711,1
269,20200718,1
269,20200725,1
269,20200801,1
269,20200808,1
269,20200815,1
269,20200822,1
271,20200526,1
271,20200528,1
271,20200530,1
271,20200602,1
271,20200604,1
271,20200606,1
271,20200609,1
271,20200611,1
271,20200613,1
271,20200616,1
271,20200618,1
271,20200620,1
271,20200623,1
271,20200625,1
271,20200627,1
271,20200630,1
271,20200702,1
271,20200704,1
271,20200707,1
271,20200709,1
271,20200711,1
271,20200714,1
271,20200716,1
271,20200718,1
271,20200721,1
271,20200723,1
271,20200725,1
271,20200728,1
271,20200730,1
271,20200801,1
271,20200804,1
271,20200806,1
271,20200808,1
271,20200811,1
271,20200813,1
271,20200815,1
271,20200818,1
271,20200820,1
271,20200822,1
272,20200526,1
272,20200527,1
272,20200528,1
272,20200529,1
272,20200530,1
272,20200601,1
272,20200602,1
272,20200603,1
272,20200604,1
272,20200605,1
272,20200606,1
272,20200608,1
272,20200609,1
272,20200610,1
272,20200611,1
272,20200612,1
272,20200613,1
272,20200615,1
272,20200616,1
272,20200617,1
272,20200618,1
272,20200619,1
272,20200620,1
272,20200622,1
272,20200623,1
272,20200624,1
272,20200625,1
272,20200626,1
272,20200627,1
272,20200629,1
272,20200630,1
272,20200701,1
272,20200702,1
272,20200703,1
272,20200704,1
272,20200706,1
272,20200707,1
272,20200708,1
272,20200709,1
272,20200710,1
272,20200711,1
272,20200713,1
272,20200714,1
272,20200715,1
272,20200716,1
272,20200717,1
272,20200718,1
272,20200720,1
272,20200721,1
272,20200722,1
272,20200723,1
272,20200724,1
272,20200725,1
272,20200727,1
272,20200728,1
272,20200729,1
272,20200730,1
272,20200731,1
272,20200801,1
272,20200803,1
272,20200804,1
272,20200805,1
272,20200806,1
272,20200807,1
272,20200808,1
272,20200810,1
272,20200811,1
272,20200812,1
272,20200813,1
272,20200814,1
272,20200815,1
272,20200817,1
272,20200818,1
272,20200819,1
272,20200820,1
272,20200821,1
272,20200822,1
272,20200824,1
285,20200529,1
